index,answer,prediction
2902,сарказм,сарказм
2903,"Ясюченя
Зборовский
Обнинск
отжим",SUPER GIRL Ясюченя Зборовский Обнинск отжим
2904,монах,монах G
2905,самодержавный,САМОДЕРЖАВНЫЙ
2906,"Ракина запоминать
сожрать Сапогов
9315561525 Жакова",Rakina запоминать Сапогов сожрать 9315561525 Жакова
2907,жать,жать
2908,"гимназист
сирота  ;
зависть",гимназист сирота зависть
2909,"9079541943
клеевой
бессловесный
кубарь спад
твид",9079541943 клеевой бессловесный кубарь cnad meud
2910,"кроваво-красный наповал
переправка бровастый",кроваво-красный наповал бровастый переправка 
2911,имаго,имаго  2
2912,"цыган
аллах!",6opa  b2aH аллах!
2913,гугу,рыry
2914,"судовой
втройне
57373
spot",судовой втройне 57373 spot ROBO
2915,чуждый,чуждый
2916,84406,84406 E
2917,просачиваться,CA npo 
2918,"пора Мелешкин разуть
20375 плодоносящий",ПОРА МЕЛЕШКИН РАЗУТЬ LEAX KIT 20375 ПЛОДОНОСЯЩИЙ
2919,"именование
призывник",именование призывник
2920,завком,
2921,Максименко,Максименко
2922,"внутренность
явление 47296
Микша
Шкредова
9762685709",внутренность 47296 явление Микша Шкредова * 9762685709
2923,18337,182
2924,лыжня,ЛЬЖНЯ
2925,бишь,бишь
2926,"Нуриахметов
9053024441
пьяноватый
money    :
пластинчатый",НypиaxмeTов 9053024441 пьяноватый money пластинчатый
2927,"97420
вязка",97420 вязка
2928,МРОТ,MPOT
2929,"Савинская
мыльница
наглый",Савинская МЫЛЬНИЦА 4649 44611449 НАГЛЫЙ YO   4
2930,"visit
загс
Клим",VISIT 3АГС Клим
2931,"трлн
запить
мудро",L ТПЛН 0 запить мудро 4
2932,"супрефект игрек
Сивкова пересылать",cупрефект игрек Сивкова пересылать 
2933,"Сокол таможенный
дочиста сохатый",Сокол таможенный дочнста сохатый
2934,"переплетение
прикидывать
завести",переплетение прикидывать завести
2935,"Киеня
Шубин", C AET Киеня Шу6ин
2936,яблонька,  Фовька
2937,"нервический кой-что
Стелла излишек
обладать
постиндустриальный",нервический кой-что Стелла излишек обладать постиндустриальный C C C O C -
2938,"дайвинг
Куба
четный",дайвинг Кy6a четный SS  80
2939,Грек,Фpеk 
2940,"порубка голышом
Орех гуморальный
ужасно шарф",порубка гольшом Орех гуморальный ужасно шарф 
2941,"густеть покалечить
сдружиться инспектор",рыстеть покалечить сдружиться инспектор
2942,"басовый
Верина
фотон
капрал
бороздка", басовый BepuHa ФОТОH капрал бороздка
2943,увалень,увалень  R
2944,Рябов,Рябов 
2945,друид-,друид-
2946,"оный
Гасюк
Фенько
такси(",оный Гасюк Фенько такси( 
2947,"маразм
Вежновец",маразм Вежновец
2948,микроволновый:,
2949,"лоза
55375?
юрьев",лоза 55375? юрьев
2950,"Янов
носить
впредь",ЯHOB HOCИTb впредь
2951,"низость
поспрашивать",HИЗОСТЬ поспрашивать
2952,Ким обрамить,Ким обрамить
2953,"сумбурно
стыковой гостеприимно",cумбурнo СТЫКОВОЙ гостеприимно
2954,Радько?,E Радько?
2955,"Усанов
Лещик",ycaHOB Лeщиk
2956,"нерегулярно -
26922
зубило seven",нерегулярно 26922 3убило seven
2957,Котов,Komoe
2958,"13098,","INVESTING 13098, L"
2959,"дырочный  .
support
Клементьева",дырочный support Клементьева
2960,Филонов,Филонов
2961,"подспудный
Юрова   ,",подспудный Юрова иpа ика иpа nde  Te? 
2962,горечь,20pе4b
2963,"грановитый
обличие
рыба лицей!",грановитый  обличие рыба лицей!
2964,плач),a нач)
2965,вереница,BepeHuцa
2966,неуд, нeyд
2967,Голубец Тороп,Голубец Тороп
2968,mark,mark
2969,прут,ПРУТ  . :  
2970,"напряжение посветить
Никонова кашпо матовый
Печерский дифракция  ?",напряжение посветить HukоHoBa кашпо матовый Печерский дифракция 2.  011      
2971,эльф,эльф
2972,макет,H Makem
2973,Селюн,СЕЛЮН 
2974,"Козленок
пунктир
тигрица",Козленок nyHкТИр тугруца
2975,"кантон эпицентр
Кирюхина
изучение Алешкина",КАНГОН ЭПИЦЕНТР КИРЮХИНА ИВУЧЕНИЕ АЛешКИНа 
2976,проектно-сметный туника,ПРОЕКТНО-СМЕТНЫЙ TYHИKA ' moken C0 A A
2977,"Кишкурно
онковирус,
аконит-","Кишкурно онковирус, аконит- "
2978,"копить
Бурый
Суслов?",КОПИТЬ Бурый Сycлов?
2979,Голованов, 
2980,"считывать!
челночный",считывать! челночный
2981,"ситник
иволга
Желнов",AH 246 HG ИВОЛГА ЖЕЛНОВ 2 7130
2982,"удаться
погибнуть",удаться погибнуть
2983,"правдивый биомасса
свободомыслие",правдивый биомасса свободомыслие
2984,ходовой,ХОДОВОЙ
2985,лесоразведение,
2986,направление,направление
2987,разгром,разгром
2988,"проба
дальше
подлость",нроба ΔΟИЫН ГОДХ
2989,"живучка
писаться",*увyчкa нисаться
2990,"пороховница
Рахманько
названивать",пороховница Рахманько названивать
2991,идеология,идеология 
2992,меню,меню
2993,"Тетерев
чирей
ощущать
осыпь",Тетерев чирей ощущать ОСЫПЬ
2994,"илистый
возле
окраина",иЛИСтыЙ вовле окраина
2995,перегиб откопать,нерегиб откопать
2996,19678,  19678 
2997,Береснев,BeрecneB 
2998,гиперссылка,риперссылка 
